MANDT,BWKEY,BUKRS,BWMOD,XBKNG,MLBWA,MLBWV,XVKBW,ERKLAERKOM,UPROF,WBPRO,MLAST,MLASV,BDIFP,XLBPD,XEWRX,X2FDO,PRSFR,MLCCS,XEFRE,EFREJ,sur_pkey,SOURCE_SYSTEM_ERP
ad57366865126e55649ecb23ae1d48887544976efea46a48eb5d85a6eeb4d306,e8322f8887bb25b3fcb08dfa6389fac308dc95f3106ef8d978f5f63819e0104b,e8322f8887bb25b3fcb08dfa6389fac308dc95f3106ef8d978f5f63819e0104b,30814e3036f3f98aca5b54c1f7dbcd2636e1a06e401258f0b4eff18ffc479c39,,,,,,,,,,398.253385272759,,,,,,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,5feceb66ffc86f38d952786c6d696c79c2dbc239dd4e91b46729d73a27fb57e9,60e2903c8bda1d5317aba068d03250cc57407614a4bdde79fd51bdcfaf39e933,abe464ff6d208dc29d603390b9992bcccb9b06e57c94eb07ce579966fd0608e1
ad57366865126e55649ecb23ae1d48887544976efea46a48eb5d85a6eeb4d306,320c777ec9ab042f185b6cbbf031eb3fd9a745dc5905d31d2c795a4f95f2af37,524beeec873cb78924f03e60f2b9a7313873df5881f0654eaead2d581336e643,30814e3036f3f98aca5b54c1f7dbcd2636e1a06e401258f0b4eff18ffc479c39,,,,,,,,,,2.323347670922349,,,,,,,5feceb66ffc86f38d952786c6d696c79c2dbc239dd4e91b46729d73a27fb57e9,3002f9b3cb96a311121d3cbd7f0abbaa4b2734c3cbd0cb69b569d39792538e26,abe464ff6d208dc29d603390b9992bcccb9b06e57c94eb07ce579966fd0608e1
ad57366865126e55649ecb23ae1d48887544976efea46a48eb5d85a6eeb4d306,68d5836bd85ad4d41336c0e1b34a69ca08225c474ad03da1fb57656b1342e973,dab2e78c8b5b1d04c09908172faba7f5433f4ab79c95bc73dca3d18695532476,30814e3036f3f98aca5b54c1f7dbcd2636e1a06e401258f0b4eff18ffc479c39,,,,,,,,,,61.80314046953067,,,,,,,5feceb66ffc86f38d952786c6d696c79c2dbc239dd4e91b46729d73a27fb57e9,77c8047ea4b7c4941810d07ca9b5009be667ccf31f6768321ae09c0d984ea58d,abe464ff6d208dc29d603390b9992bcccb9b06e57c94eb07ce579966fd0608e1
ad57366865126e55649ecb23ae1d48887544976efea46a48eb5d85a6eeb4d306,0e839bd60d4544a0b96a798732ceb480bf7b2f4a70d5a4e6476714ac392bed24,dab2e78c8b5b1d04c09908172faba7f5433f4ab79c95bc73dca3d18695532476,30814e3036f3f98aca5b54c1f7dbcd2636e1a06e401258f0b4eff18ffc479c39,,,,,,,,,,402.0491105594404,,,,,,,5feceb66ffc86f38d952786c6d696c79c2dbc239dd4e91b46729d73a27fb57e9,a42e0bee0add0ca35b3ed7fb20262d9ebbbc6dc9792bfce9bff7d9b17945aae1,abe464ff6d208dc29d603390b9992bcccb9b06e57c94eb07ce579966fd0608e1
ad57366865126e55649ecb23ae1d48887544976efea46a48eb5d85a6eeb4d306,3617d9e863fa085f4f3697f58a28e447fec2371fe9e660306d660cd816f3134a,dab2e78c8b5b1d04c09908172faba7f5433f4ab79c95bc73dca3d18695532476,30814e3036f3f98aca5b54c1f7dbcd2636e1a06e401258f0b4eff18ffc479c39,,,,,,,,,,0.8953439500465898,,,,,,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,5feceb66ffc86f38d952786c6d696c79c2dbc239dd4e91b46729d73a27fb57e9,43234bd1024fad55366c83ad2e5d782aa2ac199c4cb85c30b7a903ebe00a3f21,abe464ff6d208dc29d603390b9992bcccb9b06e57c94eb07ce579966fd0608e1
ad57366865126e55649ecb23ae1d48887544976efea46a48eb5d85a6eeb4d306,5cb4a938189eded3a66b9b95171a8bc94776033c1cf048e825f42ff81e1a0592,dab2e78c8b5b1d04c09908172faba7f5433f4ab79c95bc73dca3d18695532476,30814e3036f3f98aca5b54c1f7dbcd2636e1a06e401258f0b4eff18ffc479c39,,,,,,,,,,302.9505609870318,,,,,,,5feceb66ffc86f38d952786c6d696c79c2dbc239dd4e91b46729d73a27fb57e9,26b663dd0e78a46092423585e6c981adfe79096794c6734238c72c45bdbd231d,abe464ff6d208dc29d603390b9992bcccb9b06e57c94eb07ce579966fd0608e1
ad57366865126e55649ecb23ae1d48887544976efea46a48eb5d85a6eeb4d306,b8054619e1bf08dc910697b2ec99654980a5500006e52e9c95b042a882eb2c48,dab2e78c8b5b1d04c09908172faba7f5433f4ab79c95bc73dca3d18695532476,30814e3036f3f98aca5b54c1f7dbcd2636e1a06e401258f0b4eff18ffc479c39,,,,,,,,,,228.39755496101978,,,,,,,5feceb66ffc86f38d952786c6d696c79c2dbc239dd4e91b46729d73a27fb57e9,8ee38832d683be34a790b8c2be3103ed29e1dd4f887323869005809d389c0a6b,abe464ff6d208dc29d603390b9992bcccb9b06e57c94eb07ce579966fd0608e1
ad57366865126e55649ecb23ae1d48887544976efea46a48eb5d85a6eeb4d306,2952bf1896d136dacea9894d59a68427b0e520cea7ac742ecc2e7930f6f197c0,2d92cc08f22524dba59f6a7e340f132a9da0ce9573cca968eb8e3752ef17a963,30814e3036f3f98aca5b54c1f7dbcd2636e1a06e401258f0b4eff18ffc479c39,,,,,,,,,,50.82580659178387,,,,,,,5feceb66ffc86f38d952786c6d696c79c2dbc239dd4e91b46729d73a27fb57e9,3457cf38e518d2a5c86cdee6899a0c1820a2373e7162d7aca5bb744f905091ac,abe464ff6d208dc29d603390b9992bcccb9b06e57c94eb07ce579966fd0608e1
ad57366865126e55649ecb23ae1d48887544976efea46a48eb5d85a6eeb4d306,65ea1409f766c6c3ab597c17b0615230ae310d314de364547d6a6f2a74b95716,2d92cc08f22524dba59f6a7e340f132a9da0ce9573cca968eb8e3752ef17a963,30814e3036f3f98aca5b54c1f7dbcd2636e1a06e401258f0b4eff18ffc479c39,,,,,,,,,,154.39535815040233,,,,,,,5feceb66ffc86f38d952786c6d696c79c2dbc239dd4e91b46729d73a27fb57e9,68768a55968519d0326d7957cda13d90b5af6f7fc09883dae7a9122c078c9a21,abe464ff6d208dc29d603390b9992bcccb9b06e57c94eb07ce579966fd0608e1
ad57366865126e55649ecb23ae1d48887544976efea46a48eb5d85a6eeb4d306,d7a42ccdbff9afbfeedca9653e8bff0ea9fe5513868556913b58a2dfec4fbcf5,dab2e78c8b5b1d04c09908172faba7f5433f4ab79c95bc73dca3d18695532476,30814e3036f3f98aca5b54c1f7dbcd2636e1a06e401258f0b4eff18ffc479c39,,,,,,,,,,243.49016735394392,,,,,,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,5feceb66ffc86f38d952786c6d696c79c2dbc239dd4e91b46729d73a27fb57e9,efc5b93cf28b30b2cb1ffe3378eaf971f8af29993f594af2c0e0f5dccfe9b95f,abe464ff6d208dc29d603390b9992bcccb9b06e57c94eb07ce579966fd0608e1
ad57366865126e55649ecb23ae1d48887544976efea46a48eb5d85a6eeb4d306,7b52c697a1f2e81c6e2d4e80c9eead1ffb6d4256143dbb38e89e85bc3f4d019c,dab2e78c8b5b1d04c09908172faba7f5433f4ab79c95bc73dca3d18695532476,30814e3036f3f98aca5b54c1f7dbcd2636e1a06e401258f0b4eff18ffc479c39,,,,,,,,,,114.45786324243883,,,,,,,5feceb66ffc86f38d952786c6d696c79c2dbc239dd4e91b46729d73a27fb57e9,641a149cb8ec4f46913b14424445e18e0dd8ccbefa1fafa1ed4282cbe21b23d2,abe464ff6d208dc29d603390b9992bcccb9b06e57c94eb07ce579966fd0608e1
ad57366865126e55649ecb23ae1d48887544976efea46a48eb5d85a6eeb4d306,6bbee9aa3a770ef8dd062bf3a52059d0ffecd97affffd09b244b099b6eca315c,dab2e78c8b5b1d04c09908172faba7f5433f4ab79c95bc73dca3d18695532476,30814e3036f3f98aca5b54c1f7dbcd2636e1a06e401258f0b4eff18ffc479c39,,,,,,,,,,401.41237826412186,,,,,,,5feceb66ffc86f38d952786c6d696c79c2dbc239dd4e91b46729d73a27fb57e9,e1cf8229f0cc94b2709f4df8c2efb6d868566148e2c49f35ad470e4dc760c8d4,abe464ff6d208dc29d603390b9992bcccb9b06e57c94eb07ce579966fd0608e1
ad57366865126e55649ecb23ae1d48887544976efea46a48eb5d85a6eeb4d306,ab94072b11aefb362c5dbf7d0cbecfb5656fff99872b2fdff88be1e8ef1ef80a,dab2e78c8b5b1d04c09908172faba7f5433f4ab79c95bc73dca3d18695532476,30814e3036f3f98aca5b54c1f7dbcd2636e1a06e401258f0b4eff18ffc479c39,,,,,,,,,,79.72532349803058,,,,,,,5feceb66ffc86f38d952786c6d696c79c2dbc239dd4e91b46729d73a27fb57e9,3a1c1caf00a0dc624d252e5f1d9007e5e9129a08e6497eeb1073ece38079af13,abe464ff6d208dc29d603390b9992bcccb9b06e57c94eb07ce579966fd0608e1
ad57366865126e55649ecb23ae1d48887544976efea46a48eb5d85a6eeb4d306,e6a144f11fa90bdbbca71585ae2a912a8911c44151cca32bab044532dd30aa14,2d92cc08f22524dba59f6a7e340f132a9da0ce9573cca968eb8e3752ef17a963,30814e3036f3f98aca5b54c1f7dbcd2636e1a06e401258f0b4eff18ffc479c39,,,,,,,,,,444.2903332440585,,,,,,,5feceb66ffc86f38d952786c6d696c79c2dbc239dd4e91b46729d73a27fb57e9,e67ac107d090bb416e9c4d753b4231e9fe39df9e1d6509b3d9a15abf9aecf43e,abe464ff6d208dc29d603390b9992bcccb9b06e57c94eb07ce579966fd0608e1
ad57366865126e55649ecb23ae1d48887544976efea46a48eb5d85a6eeb4d306,b2eced171fbf98b716ad2684123ef0c7ba6014656f4e65a403a4ee6608270d0e,dab2e78c8b5b1d04c09908172faba7f5433f4ab79c95bc73dca3d18695532476,30814e3036f3f98aca5b54c1f7dbcd2636e1a06e401258f0b4eff18ffc479c39,,,,,,,,,,99.57780241974228,,,,,,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,5feceb66ffc86f38d952786c6d696c79c2dbc239dd4e91b46729d73a27fb57e9,d1aaa995a280c97294b74fe56f31b60e1e0f14ca5c9d7f449ba0650ffb441de8,abe464ff6d208dc29d603390b9992bcccb9b06e57c94eb07ce579966fd0608e1
ad57366865126e55649ecb23ae1d48887544976efea46a48eb5d85a6eeb4d306,c978177c95814fabf2165403b3d6c833e4de785819346e142e022c61ca22c2c7,17dc3303cd10e0824497a0874a4b86275e63c943e3fefba5f5760959dd525fc2,30814e3036f3f98aca5b54c1f7dbcd2636e1a06e401258f0b4eff18ffc479c39,,,,,,,,,,16.780415570580686,,,,,,,5feceb66ffc86f38d952786c6d696c79c2dbc239dd4e91b46729d73a27fb57e9,79ef34ff84190d37fdb9be3ab8cfaf7b7e9b3355891b2b5138d3cd6ceb4460ca,abe464ff6d208dc29d603390b9992bcccb9b06e57c94eb07ce579966fd0608e1
ad57366865126e55649ecb23ae1d48887544976efea46a48eb5d85a6eeb4d306,87836283c412340bfc66640b86ef25434efc9aa12b047d24ad4e95709c663920,856aca9a7224755f3bcb8c7185eb3260b12d76c5333a72f89e9c52980c327256,30814e3036f3f98aca5b54c1f7dbcd2636e1a06e401258f0b4eff18ffc479c39,,,,,,,,,,459.3221684654205,,,,,,,5feceb66ffc86f38d952786c6d696c79c2dbc239dd4e91b46729d73a27fb57e9,ae8e8eaffa7b9d23337927a5a523f273964910a724693d581033a66b39f68650,abe464ff6d208dc29d603390b9992bcccb9b06e57c94eb07ce579966fd0608e1
ad57366865126e55649ecb23ae1d48887544976efea46a48eb5d85a6eeb4d306,7b1dfa3a4bf7d0957735eed20885c9187a82bd100fb93c77b375933c315682cc,e8322f8887bb25b3fcb08dfa6389fac308dc95f3106ef8d978f5f63819e0104b,30814e3036f3f98aca5b54c1f7dbcd2636e1a06e401258f0b4eff18ffc479c39,,,,,,,,,,396.93668509894235,,,,,,,5feceb66ffc86f38d952786c6d696c79c2dbc239dd4e91b46729d73a27fb57e9,d2b5fc2542503b150beda1100b59dd11a5d404cf876b210ec1a955aa4537e4bd,abe464ff6d208dc29d603390b9992bcccb9b06e57c94eb07ce579966fd0608e1
ad57366865126e55649ecb23ae1d48887544976efea46a48eb5d85a6eeb4d306,0cd28138c8f4ce28a01da3ca5a0473d892f26dbcbfa75fcecc5d735e2075e237,4b177cf57484bae04e725e7718a8f17dee4768dda340ac5d160f339b35fe298c,30814e3036f3f98aca5b54c1f7dbcd2636e1a06e401258f0b4eff18ffc479c39,,,,,,,,,,131.45654188061263,,,,,,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,5feceb66ffc86f38d952786c6d696c79c2dbc239dd4e91b46729d73a27fb57e9,e2b8bf7f59fa69c07ffafcb638a052ec21b79f71bc8a82c50b14ae3e590f8131,abe464ff6d208dc29d603390b9992bcccb9b06e57c94eb07ce579966fd0608e1
ad57366865126e55649ecb23ae1d48887544976efea46a48eb5d85a6eeb4d306,bc380f996ec7da3ae945283eca0287b94139b91b0004b343ca04009a1283884f,e8322f8887bb25b3fcb08dfa6389fac308dc95f3106ef8d978f5f63819e0104b,30814e3036f3f98aca5b54c1f7dbcd2636e1a06e401258f0b4eff18ffc479c39,,,,,,,,,,358.88758136442596,,,,,,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,5feceb66ffc86f38d952786c6d696c79c2dbc239dd4e91b46729d73a27fb57e9,322880fb3d748ff49352bcd80b203642f75bbacb07b5fa75dd8efb5614a19188,abe464ff6d208dc29d603390b9992bcccb9b06e57c94eb07ce579966fd0608e1
ad57366865126e55649ecb23ae1d48887544976efea46a48eb5d85a6eeb4d306,071f5915a5f86e38e578779469198ac892d1927cc9a426eac32c9d72dd9ffbb2,e8322f8887bb25b3fcb08dfa6389fac308dc95f3106ef8d978f5f63819e0104b,30814e3036f3f98aca5b54c1f7dbcd2636e1a06e401258f0b4eff18ffc479c39,,,,,,,,,,363.77937037209864,,,,,,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,5feceb66ffc86f38d952786c6d696c79c2dbc239dd4e91b46729d73a27fb57e9,3b5946ac7b5f86aa6b2bf589f9b21ba942f9542eb92b7113de5cbc7fe6891aaf,abe464ff6d208dc29d603390b9992bcccb9b06e57c94eb07ce579966fd0608e1
ad57366865126e55649ecb23ae1d48887544976efea46a48eb5d85a6eeb4d306,ad640fd53e2656c6a7cc35cca935b561741269752bba28f7ee2ebfd224124b98,5e8a21ead84851c212c2cae58849de4d37bc0babfcab05ceff51350412eb3e94,30814e3036f3f98aca5b54c1f7dbcd2636e1a06e401258f0b4eff18ffc479c39,,,,,,,,,,73.95285489853116,,,,,,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,5feceb66ffc86f38d952786c6d696c79c2dbc239dd4e91b46729d73a27fb57e9,398ebcf0001f3a87c1bb68c2a5fab07ecd5aa3bcc1a0ca0167bcaf64452b8a36,abe464ff6d208dc29d603390b9992bcccb9b06e57c94eb07ce579966fd0608e1
ad57366865126e55649ecb23ae1d48887544976efea46a48eb5d85a6eeb4d306,d35114736c127b0a4f015cdeba5f9fb667982e398391d51ae1e16d1c499bfef2,4b177cf57484bae04e725e7718a8f17dee4768dda340ac5d160f339b35fe298c,30814e3036f3f98aca5b54c1f7dbcd2636e1a06e401258f0b4eff18ffc479c39,,,,,,,,,,276.1728832896694,,,,,,,5feceb66ffc86f38d952786c6d696c79c2dbc239dd4e91b46729d73a27fb57e9,18a43d9353bad0b124267a94aad78f3637a60e83f9895edcd0e0bcd10d210512,abe464ff6d208dc29d603390b9992bcccb9b06e57c94eb07ce579966fd0608e1
ad57366865126e55649ecb23ae1d48887544976efea46a48eb5d85a6eeb4d306,d88db9fb488336f29de402c142538496c38699c7dc6098b31d9941c540be0ed0,e8322f8887bb25b3fcb08dfa6389fac308dc95f3106ef8d978f5f63819e0104b,30814e3036f3f98aca5b54c1f7dbcd2636e1a06e401258f0b4eff18ffc479c39,,,,,,,,,,228.14132492070212,,,,,,,5feceb66ffc86f38d952786c6d696c79c2dbc239dd4e91b46729d73a27fb57e9,82dc2eb36c7960ba4a135c56c4e3a09d94da6b268c841dce1373a7cfdd1abbe2,abe464ff6d208dc29d603390b9992bcccb9b06e57c94eb07ce579966fd0608e1
ad57366865126e55649ecb23ae1d48887544976efea46a48eb5d85a6eeb4d306,18227e63ed7739273a310f1875e3b2e1d09092dd0f8ac777ac1326760e8cc5b1,4b177cf57484bae04e725e7718a8f17dee4768dda340ac5d160f339b35fe298c,30814e3036f3f98aca5b54c1f7dbcd2636e1a06e401258f0b4eff18ffc479c39,,,,,,,,,,58.056321083021004,,,,,,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,5feceb66ffc86f38d952786c6d696c79c2dbc239dd4e91b46729d73a27fb57e9,47917095d93015b5059b2945d77bfff05829bb33e6cc7c9df5fb3dfa5ed89ce8,abe464ff6d208dc29d603390b9992bcccb9b06e57c94eb07ce579966fd0608e1
ad57366865126e55649ecb23ae1d48887544976efea46a48eb5d85a6eeb4d306,07a9d7b4a9a23915a61bc89bb0357bf47b348cf4174eb965bb1df8fbfa18b0b5,e8322f8887bb25b3fcb08dfa6389fac308dc95f3106ef8d978f5f63819e0104b,30814e3036f3f98aca5b54c1f7dbcd2636e1a06e401258f0b4eff18ffc479c39,,,,,,,,,,2.279388351210665,,,,,,,5feceb66ffc86f38d952786c6d696c79c2dbc239dd4e91b46729d73a27fb57e9,e262cf3f940656ec65dab7e90ef972252e33087ddb399d241948e0ed2e9f49d6,abe464ff6d208dc29d603390b9992bcccb9b06e57c94eb07ce579966fd0608e1
ad57366865126e55649ecb23ae1d48887544976efea46a48eb5d85a6eeb4d306,1ace379cd0bd55633101d278af43c3bcb23e1f21800ff8daa6d4ddaf18b73355,524beeec873cb78924f03e60f2b9a7313873df5881f0654eaead2d581336e643,30814e3036f3f98aca5b54c1f7dbcd2636e1a06e401258f0b4eff18ffc479c39,,,,,,,,,,41.40072113488996,,,,,,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,5feceb66ffc86f38d952786c6d696c79c2dbc239dd4e91b46729d73a27fb57e9,5c0967d651ad36fd282845d95e5f86dbe54a441e5e818ccf677e9304f04c2530,abe464ff6d208dc29d603390b9992bcccb9b06e57c94eb07ce579966fd0608e1
ad57366865126e55649ecb23ae1d48887544976efea46a48eb5d85a6eeb4d306,872ec642bde1775d3a86fa35868a56ecbe5a04d21b92a9356af4f58a3614ac3d,4b177cf57484bae04e725e7718a8f17dee4768dda340ac5d160f339b35fe298c,30814e3036f3f98aca5b54c1f7dbcd2636e1a06e401258f0b4eff18ffc479c39,,,,,,,,,,187.15702621461028,,,,,,,5feceb66ffc86f38d952786c6d696c79c2dbc239dd4e91b46729d73a27fb57e9,78207fe4d7ac12ad91710f56be5009628673c307238d182c36b792121a7741f0,abe464ff6d208dc29d603390b9992bcccb9b06e57c94eb07ce579966fd0608e1
ad57366865126e55649ecb23ae1d48887544976efea46a48eb5d85a6eeb4d306,bccd0c37a24a0acec8e370eea4a420ac9fb8c63cf9183225ffed4f17a5d07d2c,4b177cf57484bae04e725e7718a8f17dee4768dda340ac5d160f339b35fe298c,30814e3036f3f98aca5b54c1f7dbcd2636e1a06e401258f0b4eff18ffc479c39,,,,,,,,,,475.2593979140574,,,,,,,5feceb66ffc86f38d952786c6d696c79c2dbc239dd4e91b46729d73a27fb57e9,9e4d6505c1c8f83e4ee5a0669ae63feef3a24de69ff41e4bfa95ef0bd1f0a3e6,abe464ff6d208dc29d603390b9992bcccb9b06e57c94eb07ce579966fd0608e1
